Respondent,advertiserurl,company,employmenttype_jobstatus,jobdescription,jobid,joblocation_address,jobtitle,postdate,shift,site_name,skills,uniq_id
4,"https://www.dice.com/jobs/detail/Senior-Full-Stack-Developer-Genesis10-New-York-NY-10001/gentx001/16-02139?icid=sr14773-493p&q=&l=California,%20Us,%20CALIFORNIA",Genesis10,"Full Time, Direct Placement","Description:   Our client's Open Software Frameworks team is building a variety of products used by both independent software vendors and in-house developers. Their diverse portfolio of products includes Application Portal, Geo Spatial Mapping platform and IDE used to build their terminal applications. This team is contributing to a number of cutting-edge open source projects. Based on the breadth of the team's work, you will need to be a strong full stack developer. You strive to design, implement and support the ideal solution. Balance between elegant design and system performance and reliability is always at the front of your mind. You will have the opportunity to work closely with users, UX and Product teams. Requirements:   * 3+ years of experience programming in C/C++ * 3+ years of experience with HTML5, CSS and JavaScript * Strong OOD/OOP skills and experience applying modern design patterns * Knowledge of algorithms, standard data structures and multithreading We'd love to see: * Experience with C#, .Net internals and WPF * Experience developing distributed systems in a Windows or Linux environment * Familiarity with and understanding of an Agile methodology If you have the described qualifications and are interested in this exciting opportunity, please apply! About SWATT:   The Genesis10 Software and Technology Team (SWATT) is a specialized recruiting service focused on helping accomplished software developers, programmers, platform engineers and elite technology professionals find once-in-a-lifetime career opportunities in New York City with the world's most advanced technology organizations. Whether local to New York or relocating from across North America, we take an authentic approach to helping people make life-changing technology career decisions. For more information go to http://swatt.genesis10.com/ ""Genesis10 is an Equal Opportunity Employer, M/F/D/V""  Start Date: 06/27/2016",Dice Id : gentx001,"New York, NY",Senior Full Stack Developer,7 hours ago,Telecommuting not available|Travel not required,,".Net, Algorithms, Developer, JavaScript, Linux, OOD, OOP, Programming, Systems, Windows",b9520049ff3e799ec368ae0aa99ec5f5
4,"https://www.dice.com/jobs/detail/Java-Full-Stack-Engineer-%2528Angular-JS-is-must%2529-Stratitude-Inc-New-York-City-NY-10001/10292564/569166?icid=sr14409-481p&q=&l=California,%20Us,%20CALIFORNIA",Stratitude Inc,"Contract Corp-To-Corp, 12+ months","Required Skills                                   1.      6-9 years of experience in software development.2.      Experience working with MVC based front-end library Angular JS3.      Strong expertise in Java/J2EE, Spring , Hibernate.4.      Experience with SQL/NoSQL databases.5.      Responsible for module design / high architecture.6.      Participate in customer interaction, code review and follow-up.7.      Work closely with the development team to optimize and improve the e-commerce platform to grow subscription business. This involved identifying opportunities , developing requirements and co-ordinating with QA. ",Dice Id : 10292564,"New York City, NY",Java Full Stack Engineer (Angular JS is must),7 hours ago,Telecommuting not available|Travel not required,,"Angular JS, Java/J2EE, Spring , Hibernate",755688570dda03850c9ea9974e241110
4,"https://www.dice.com/jobs/detail/Full-Stack-Developer-Princeton-Information-Ltd-New-York-NY-10010/cxprince/17-00278?icid=sr12729-425p&q=&l=California,%20Us,%20CALIFORNIA",Princeton Information Ltd,"Full Time, FULL_TIME","No remote work permitted-must be onsite. START UP environment!! Full-Stack Developer:   The Full-Stack Developer demonstrates a broad and comprehensive knowledge of our product development from a technical perspective and has broad knowledge across the ReactiveCore technical platforms with competency in both front-end and back-end development. Overall responsibilities encompass full SDLC Life Cycle applications development, maintenance and deployment of our Reactive Systems. Technical Requirements:   Software developer experienced in User Interface development (using Angular2 and Typescript preferred) and in using the Big Data Apache open source components including Scala, Spark, Kafka, Akka, Cassandra, ElasticSearch, leveraging an Agile-Scrum development method. Job Experiences & Background:   Demonstrate having at least 6 years of software development experience with programming experience across multiple technologies and multiple platforms. Experiences demonstrate expertise in one or more platforms with ability to program across the technology stack. Keeps current on changing technology offerings in area of discipline. Demonstrated ability to collaborate and deliver work as a remote team member. Excellent communication skills with ability to present to a range of audiences (line managers to executives). Proficient in two or more business areas. Ability to learn new business areas. Experience at a start-up company and/or working in Agile-Scrum based methods. Education Requirements:   A bachelor's degree in computer science, or related degree program. Work towards advanced degree studies, or certifications. Princeton Information is one of the nation's top five privately-held IT consulting firms, in business since 1985. Princeton Information services a clientele of primarily Fortune 500 companies nationwide. With annual revenues over $120 million, Princeton Information operates across the US from multiple regional offices. Our Commitment to Our Consultants As a privately held company, Princeton Information is solely committed to the success of clients and consultants - not to any shareholders. PI's success is grounded in the relationships we build with our consultants. We seek the best people; provide career path counseling; as well as the most challenging opportunities in business and in IT. As part of its culture of loyalty and commitment to its consultants, Princeton Information is committed to doing all we can to ensure our consultants have the best possible search, placement and work experience possible. Our Services Working with one Princeton Recruiter will gain you access to over 500 open requirements with the top clients in the US across all industries (finance, insurance, pharmaceutical, commercial, telecom, media, manufacturing) nationwide. Our local recruiters have in-depth knowledge of our clients and opportunities. They will work with you to find you the best possible opportunities for you and your career. Our Relationships Our relationships with our clients, as well as our consultants, are critical to our success! We have a robust sales organization that ensures that Princeton has the inside track on what attributes a person needs in order to be successfully placed and engaged at our clients. We know the technical and non-technical skills that our clients are looking for and we ensure that you are educated about the client prior to your interview with them. Princeton is committed to going above and beyond to ensure that each meeting you have with a client is a successful one!",Dice Id : cxprince,"New York, NY",Full Stack Developer,5 hours ago,Telecommuting not available|Travel not required,www.dice.com,"Access, Apache, Applications, Computer, Consulting, Developer, Development, IT, Programming, SDLC, Software, Systems, Telecom, User Interface",148fb772d5a224a477904b6194199b2e
4,"https://www.dice.com/jobs/detail/Full-stack-Software-Engineer-The-Armada-Group-San-Jose-CA-95110/armada/7893?icid=sr12367-413p&q=&l=California,%20Us,%20CALIFORNIA",The Armada Group,"Contract Independent, 3+ mon CTH","As a Full Stack Software Engineer, you will contribute to the architecture design, development and end to end deployment in a high performance cloud environment. Your duties will cover a large array of tasks from designing next generation cloud services to leading a technical team in building/automating services for customers. Skills and Experience required* Full-stack engineer with 5+ years of development experience in JavaScript, HTML5 and Python* Extensive knowledge of Node.js* Angular framework preferred* Experience in designing & building scalable, and performant web applications* Experience scripting in Unix shell* Experience developing and/or integrating cloud storage and distributed storage technologies: object storage, Amazon S3, Open Stack Swift, Ceph* Experience with NoSQL databases such as Cassandra, MongoDB, Memcached, Riak or MariaDB * Experience with configuration management tools such as Juju charms, Ansible, Puppet, or Chef * Ability to document and diagram technical systems and architectures * Full product life cycle experience* Experience with Agile development processes and methodologies* Detail oriented communication and documentation skillsQualifications* Bachelors/Masters degree in Computer Science, Computer Engineering or equivalent* 5+ years hands-on software development and/or solutions architect experience* Strong organizational and communication skills",Dice Id : armada,"San Jose, CA",Full stack Software Engineer,5 hours ago,Telecommuting not available|Travel not required,www.dice.com,"Skills and Experience required * Full-stack engineer with 5+ years of development experience in JavaScript, HTML5 and Python * Extensive knowledge of Node.js * Angular framework preferred * Experi",8c87853f2cb2977e05df98497bcb7583
4,"https://www.dice.com/jobs/detail/Full-Stack-.NET-Developer-Zoom-Technical-Services%252C-Inc.-Boston-MA-02108/90929910/717819?icid=sr2394-80p&q=&l=Boston,%20MA","Zoom Technical Services, Inc.","Contract Independent, Contract W2, C2H Independent, C2H W2, 6+ Months","Our client is currently seeking a mid to senior level .NET Developer for a Contract position in downtown Boston. A successful candidate will work closely with a small development team on both new development as well as enhancements to current applications. Required:5+ years of C# development.Experience with ASP.NET and MVC.Experience with SQL Server 2008, 2008R2, 2012 and 2014.3+ years of JavaScript, HTML, CSS development.Strong verbal and written communication skills.Solid understanding of Scrum/Agile methodologies.Bachelor’s degree in Computer Science or a related field, or a combination of relevant education and experience. Nice to have: AngularJS or other modern Javascript frameworks",Dice Id : 90929910,"Boston, MA",Full Stack .NET Developer,7 days ago,Telecommuting not available|Travel not required,www.dice.com,"C#, ASP.NET, SQL Server, HTML, CSS, JavaScript",8cd5bdfb1eae28108a5591b0135d7719
4,"https://www.dice.com/jobs/detail/Full-Stack-Software-Engineer-Overture-Partners%252C-LLC-Boston-MA-02108/10108134/14714?icid=sr2111-71p&q=&l=Boston,%20MA","Overture Partners, LLC","Contract Corp-To-Corp, Contract Independent, Contract W2","Full Stack Software EngineerBoston, MA 6+ month contractOur client is seeking highly talented and motivated Full Stack Software to contribute to end-to-end design and development of industry changing financial service and banking software.  The responsibilities of this individual will be product and feature-oriented, not confined to a single part of the stack and will span business logic, modeling, and UI implementation. They are looking for a creative, results-driven person who is excited about building software products that people will regularly use.In depth knowledge/experience in at least one back-end programming language (Java, Python, Ruby on Rails) and web front-end frameworks  including but not limited to ReactJS, AngularJS, EmberJS, BackboneJS, Bootstrap, Foundation, etc. is key to this position.Responsibilities include, but are not limited to the following: Define and maintain development practices that let us move fast with qualityContribute to project estimates and schedulesFront-end developmentBack-end developmentDesired Qualifications:At least one back-end programming language (Java, Python, Ruby on Rails) and web front-end languages (HTML, CSS, JavaScript).Working knowledge of front-end frameworks (ReactJS, AngularJS, EmberJS, BackboneJS, Bootstrap, Foundation, etc. )Minimum of a bachelor’s degree in a coding-related discipline, including computer science, engineering, physics, mathematics, or economics.Experience working with GitHubExperience with API/Web Services integrations Jamie StillmanOverture Partners, LLC57 Wells Ave, Suite 22 Newton, MA 02459617-614-9600jstillman@overturepartners.comwww.overturepartners.comhttp://www.linkedin.com/in/jamiestillman  ",Dice Id : 10108134,"Boston, MA",Full Stack Software Engineer,2 days ago,Telecommuting not available|Travel not required,www.dice.com,"AngularJS, ReactJS, BackboneJS, Java, Python, RoR, Git, Full Stack",6c5eb5ddf53e0a38a42265a056c71f3a
4,"https://www.dice.com/jobs/detail/Full-Stack-Developer-IBA-Software-Technologies-Westborough-MA-01581/10116697/747900?icid=sr2190-73p&q=&l=Boston,%20MA",IBA Software Technologies,Full Time,"From the Manager:We need true developers - their experience should include time developing features / functionality for a commercial SaaS-based or Web based product. If most of their experience is Java or .NET but recently they used JavaScript frameworks that's fine - someone with all JS development will be hard to find.  Keywords that would be good to look for:  Node.js, Express, Koa, Hapi, Strapi, Restify, Angular, React, Ember, Express.  Even technologies such as: Kendo, ExtJS, Sencha, JQuery show product development experience in JS frameworksJob Requirements (not everything listed below is a must)      Experience working on a web / mobile application in one or more areas of the following tech stack:o   HTML 5 / CSS 3 / JavaScript (experience with one or more of the following preferred: Bootstrap, Semantic UI, Ember.js, AngularJS, React)o   REST-based web services (Node.js experience preferred)o   SQL data storage and reporting (PostgreSQL experience preferred)       Agile SDLC work experience       Linux / OSX / bash familiarity       Unit / integration testing       Continuous Integration       Experience working with globally distributed team members Education       Bachelors / Masters degree in Computer Science / Data Science / Computer Engineering or equivalent experience",Dice Id : 10116697,"Westborough, MA",Full Stack Developer,2 days ago,Telecommuting not available|Travel not required,www.dice.com,"JavaScript, .Net or Java",dab0029faf9dc7f05b4d92fd5e4685e3
4,"https://www.dice.com/jobs/detail/Full-Stack-Developer-Harmer-Consultants%252C-Inc.-Boston-MA-02116/10109498/805078?icid=sr2786-93p&q=&l=Boston,%20MA","Harmer Consultants, Inc.","Full Time, C2H Corp-To-Corp, C2H Independent, C2H W2","Harmer Consultants, Inc.Website - http://bit.ly/Wiu99hJob Opportunities - http://bit.ly/14fLgv About Harmer Consultants, Inc.A 30 year Chicago based firm specializing in providing clients with project-based experts for critical, time-sensitive and technically specific engagements. We specialize in all aspects of technology, accounting and finance. Our highly skilled, professional associates have developed extensive networks within the business community making them among the most successful recruiters in the industry. We are a dynamic, growth-oriented organization with a history of successful, long-lasting relationships. We are currently looking to assist one of our clients in identifying a dynamic candidate who has a strong background in the below skills. If you have the below skill set and are interested in being contacted by one of our team members to discuss this role, please apply. Job Title:               Full Stack DeveloperLocation:               Boston, MA  02116Start Date:            ImmediateDuration:              3-month contract to hire or direct hire Experience Required: 5+ years of professional experience.Strong client side JavaScript frameworks, server side frameworks and NoSQL databasesExperience developing cloud-hosted, responsive, single page web applications using JavaScript, Java, HTML5, CSS3Heavy exposure and experience working with Agile methodologies and cross-functional teamsDemonstrates active pursuit of optimizing testing frameworks and practices Experience with Test-Driven DevelopmentFamiliarity with test-and-learn approaches using web and customer analytics dataA Bachelors or Master's degree or equivalent experience.",Dice Id : 10109498,"Boston, MA",Full Stack Developer,3 weeks ago,Telecommuting not available|Travel not required,www.dice.com,"JavaScript, NoSQL, Java, HTML5, CSS3, Agile, testing frameworks,",f273102f1405bda8d043fac13e5c4ad1
4,"https://www.dice.com/jobs/detail/Sr.-Full%2526%252345Stack-.NET-Developer-Cypress-Group-Danvers-MA-01923/10106564/775783?icid=sr1972-66p&q=&l=Boston,%20MA",Cypress Group,"Full Time, Full-Time","Our client provides their clients with healthcare cost projections. Whether it’s through their retirement planning tools and providing other software developers with their web services they are the industry leader. The organization is currently very small with the potential to grow very fast.As a rapidly growing and small start-up company, they are looking to hire a senior software engineer as part of a great foundation for an expanding development team. Being that they are a start-up company you must have a great propensity for team-centric problem solving and idea vetting. Requirements3 -5 years experience with website, web service and algorithm deployment.Familiar with concepts pertaining to Multi-Tenant ServicesExperience with C#, MS SQLExperience with the .NET MVC frameworkExperience with WebAPI and Authentication over Web ServicesExperience with Javascript and libraries (Boootstrap, JQuery, Angular…)Experience with IIS 8 and Windows Server 2012Experience with code repositories and version controlToolsVisual StudioSQL Management Studio",Dice Id : 10106564,"Danvers, MA",Sr. Full-Stack .NET Developer,2 days ago,Telecommuting not available|Travel not required,www.dice.com,"ASP.NET, C#, MVC, HTML, CSS, JavaScript",1361ee79d4da2da3f3ee4ab8e98d78a5
4,"https://www.dice.com/jobs/detail/Full-Stack-.NET-Developer-The-FootBridge-Companies-Rye-NH-03870/footbrma/822170?icid=sr1917-64p&q=&l=Boston,%20MA",The FootBridge Companies,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 6 months + to perm","Our client in the Rye, New Hampshire area is in need of a Senior Full Stack .NET developer for a 6 month contract.Required Skills:ASP.NET MVC and C#Microsoft SQL Server Web services - JSON, REST, or WCFJavaScriptAngular or other JavaScript frameworksBootstrap or other client frameworksUnit testing with framework such as NUnit or other testing frameworkStrong communication skills Ability to balance multiple projectsFor immediate consideration please email your resume to kmurphy@footbridgeit.com",Dice Id : footbrma,"Rye, NH",Full Stack .NET Developer,2 days ago,Telecommuting not available|Travel not required,www.dice.com,"Full stack C# .NET Development, ASP.NET, MVC, SQL Server",c2158d3c93720ebabbb2c3c59d4ebb9b
5,"https://www.dice.com/jobs/detail/Senior-Full-Stack-Developer-GENEVA-CONSULTING-GROUP-New-York-NY-10017/geneva/600557?icid=sr35103-1171p&q=&l=California,%20Us,%20CALIFORNIA",GENEVA CONSULTING GROUP,"Contract Corp-To-Corp, Contract W2, 1 year project",Must Have:ReactJSHTML5CSSNodeJSnpmRestful ServicesJSONXMLGood to Have:WebservicesSpringJavaCassandraSolrAgile ,Dice Id : geneva,"New York, NY",Senior Full Stack Developer,19 hours ago,Telecommuting not available|Travel not required,,4-7 years of Full Stack Development experience,1852d4ede66128e938ca0c92ee5b9acf
5,"https://www.dice.com/jobs/detail/28723%2526%252345RSA%2526%252345ARCHER-Sigma-Resources-LLC.-Hershey-PA-17033/10107690/BBBH1301-112?icid=sr314-11p&q=&l=Washington,%20DC",Sigma Resources LLC.,"Full Time, 3 months","Sigma Resources is a consulting firm focused on Agile application development, business analytics, and mobile technologies. We have been growing our presence in the Harrisburg area for the past five years. We are seeking technical professionals in several disciplines to join our projects to deliver solutions to our local private and public sector clients. We currently have an opening on a new development project opportunity for: RSA Archer Developer Ideal candidate will have mid-senior level experience in design, development and configuration of applications in RSA Archer, with issue resolution and technical writing experience.",Dice Id : 10107690,"Hershey, PA",28723-RSA-ARCHER,2 hours ago,Telecommuting not available|Travel not required,,28723-RSA-ARCHER,cb2fa340b9cfcd7e216324fa8168f0b1
5,"https://www.dice.com/jobs/detail/Full-stack-Developer-Softpath-System%252C-LLC.-Chicago-IL-60601/softpath/758160?icid=sr32754-1092p&q=&l=California,%20Us,%20CALIFORNIA","Softpath System, LLC.",Full Time,"Job Description: 5+ years' experience in software development, including languages, systems and frameworks such as Spring/Java, Strong exp. on Angular JS.    Thanks & Regards,Rekha|Technical Recruiter|Softpath System LLCWork: (404) 315-1555 Ext. 650|Direct Number: 678-539-6682 | E-Fax: 678-302-9888|Email: rekha@softpath.net",Dice Id : softpath,"Chicago, IL",Full stack Developer,1 day ago,Telecommuting not available|Travel not required,,"""java"" and ""full stack"" and ""angular js""",62c6d59a814c1309d4095590fc2af48c
5,"https://www.dice.com/jobs/detail/Trainer%2526%252345-CA-PPM-The-Judge-Group-Southlake-TX-76092/cxjudgpa/494448?icid=sr15038-502p&q=&l=California,%20Us,%20CALIFORNIA",The Judge Group,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2","Our client is currently seeking a Trainer- CA PPM.COMPANY OVERVIEW:  The client is a global technology company that touches nearly every aspect of travel. Their innovative software enables more than a billion people around the world to plan, book and experience their travel at a time and price that is right for them. By delivering the technology behind travel, the client is working magic behind the scenes every day to make the world a better place, one journey at a time.JOB DESCRIPTION:  * Conduct PPM training (Classroom and WebEx) for the Portfolio Managers and Project Managers on the new functionalities rolled out and assist them in CA PPM (previously Clarity). * Create training documentation, job aids, user guides to support user adoption of CA PPM. Documentation will but not limited to Clarity Training, Support, Technical, Customization documentation * Provides functional support to PPM users * Coordinates delivery of functional requirements, user/training documentation, and customer support plans. * Works with Quality Assurance and Testing to ensure PPM enhancements are delivered as per user requirements. *EDUCATION:  * Bachelor's degree or equivalentEXPERIENCE:  * Minimum 5 years related experienceREQUIRED SKILLS:  * Requires demonstrable proficiency with one or more of the following systems: CA PPM  ID: 494448 Type: Contract Salary: Open",Dice Id : cxjudgpa,"Southlake, TX",Trainer- CA PPM,3 hours ago,Telecommuting not available|Travel not required,,"Project, Quality Assurance, Testing",d49df7e9d9461ebd5b21377f1fbf2d15
5,"https://www.dice.com/jobs/detail/Big-data-stack-tester-HAN-IT-Staffing-Inc.-Totowa-NJ-07512/90838445/656114?icid=sr10116-338p&q=&l=New%20York,%20NY",HAN IT Staffing Inc.,"Full Time, permanent","Duration: Full-time Sr Big Data stack test engineer:A person who has tested Big data stack based products .Who can write automation scripts , Can guide on framework . At this point in time Visa transfer / sponsor is not applicable. A person with strong test engineer experience on Big data stack. Specifically on Hive.  ",Dice Id : 90838445,"Totowa, NJ",Big data stack tester,2 weeks ago,Telecommuting not available|Travel not required,,"Big data, stack , tester, test engineer",af24676b540c3792235627a65250b429
5,"https://www.dice.com/jobs/detail/Principle-Full-Stack-Instructors-Xtreme-Consulting-Group%252C-Inc.-Phoenix-AZ-85020/10117595/KM7747?icid=sr47920-1598p&q=&l=California,%20Us,%20CALIFORNIA","Xtreme Consulting Group, Inc.","Full Time, PERM","We are seeking Lead Instructors for Full Stack Web Development classes in Phoenix, San Francisco, Seattle, Denver, Boulder, Fort Collins and Austin (in the US) and Dublin, Ireland. Full Stack Instructor curriculum includes these topics and more:Learning how to learn - tools, habits, and mindsetsHow the web worksVersion ControlHTML and CSSProgramming fundamentals in JavascriptTest Driven DevelopmentServer-side frameworks with ExpressClient-side frameworks with AngularResponsive DesignAPIsAlgorithmsInterview SkillsThis is a great perm opportunity for several senior full stack developers who want to make a difference in the development world.  As a Web Development Instructor, you will:Lead lectures and class activities and support students during project work.Plan daily lessons and assess students on an ongoing basisIdentify and schedule relevant guest speakersAssist in student placements processGive curriculum feedback to the instructional teamHelp develop internal student tools.Provide students with a meaningful training experience in the classroom.Work alongside school staff in providing prompt feedback on student progress.Guide students through development of a final project that will showcase their web development abilities to hiring managers.Facilitate a dynamic and collaborative classroom community.Teach and plan a full work week, five days a week, for 24 weeksFacilitate a dynamic and collaborative classroom community. ",Dice Id : 10117595,"Phoenix, AZ",Principle Full Stack Instructors,2 days ago,Telecommuting not available|Travel not required,,"full stack development, instructional design, training",9d7e7e2b6a594dd97f0c1a79d8dec422
5,"https://www.dice.com/jobs/detail/Power-Supply-Design-IGBT%2527s-MOSFET%2527s-Systems-Pros-Inc.-Los-Angeles-CA-90001/cxmodbma/751987?icid=sr65637-2188p&q=&l=California,%20Us,%20CALIFORNIA",Systems Pros Inc.,"Contract Corp-To-Corp, Contract W2",Power Supply Design 20KW IGBT's MOSFET's 450AC PSICE Motordrivers,Dice Id : cxmodbma,"Los Angeles, CA",Power Supply Design IGBT's MOSFET's,2 weeks ago,Telecommuting not available|Travel not required,www.dice.com,10-15+ years experience,6e19b0a71e03f5bbdf4252f45c086469
5,"https://www.dice.com/jobs/detail/Full-Stack-Developer-%2526%252345-Senior-level-Ariel-Partners-New-York-NY-10036/10212364/705800?icid=sr59927-1998p&q=&l=California,%20Us,%20CALIFORNIA",Ariel Partners,Full Time,"We are looking for energetic coders in New York City that are interested in working in a dynamic and FUN environment.  These are long term opportunities for all levels of experience in coding, but an appetite for digging deep into the code and working with other developers to develop and maintain multi-platform web/mobile/game/TV test automation framework. You will have a chance to learn some of the newest, cutting edge technologies, while working within an exciting fast-paced environment. Required skills:Solid understanding of front-end/GUI software design conceptsFull Stack development knowledge including web awarenessStrong software development skills in at least one programming language across both front-end/GUI and back-end/database (multiple languages are preferred).  Understanding of algorithms and core data structures.Ability to evaluate, recommend, and implement automated testing frameworks and strategies to support automated testing efforts across multiple platformsAbility to work with developers, analyze and understand complex a code base, and reverse engineer testable requirementsExperience working with a continuous integration framework such as Jenkins/Maven/Grunt automation framework for running compilation, executing tests and generating reportsMedia industry experience a PLUSKnowledge of at least one of the following:Web Browsers (Javascript)Mobile (xcode/IPhone, Java/Android, .NET/WindowsPhone)FireTVRoku (bright script programming language)Apple TV (Xcode)Playstation (C++)OthersNote: Must be able to program a sort algorithm or similar technical challenge on the fly during the interview At Ariel Partners, we solve the most difficult problems that inhibit technology from enabling our customers to achieve their goals. Our vision is to be recognized by our stakeholders as an elite provider of IT solutions, so when they have their biggest challenges we’re on their short list. We’re looking for team members who share our values of: Integrity to do the right thing even when it hurts; Commitment to the long term success and happiness of our customers, our people, and our partners; Courage to take on difficult challenges, accept new ideas, and accept incremental failure; and the constant pursuit of Excellence. Ariel Partners is an Equal Opportunity Employer in accordance with federal, state, and local laws.",Dice Id : 10212364,"New York, NY",Full Stack Developer - Senior level,3 days ago,Telecommuting not available|Travel not required,,"coding, development, engineering, architect",07c448c990abdcadea12d2e8429c4f93
5,"https://www.dice.com/jobs/detail/Full-stack-Developer-Spar-Information-Systems-Chicago-IL-60601/90719156/SK_Fullstack?icid=sr61285-2043p&q=&l=California,%20Us,%20CALIFORNIA",Spar Information Systems,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time","Role: Full stack DeveloperLocation: Chicago, ILDuration: 12 Months  Job description:Requires 12+ years of experience in ITAPI - NodeJS, Experience developing and deploying REST APIs, Microservices, - 1 positionUI - ReactJS, Angular, AEM. 1 - position   Thanks & Regards, SrikanthEmail: srikanth@sparinfosys.com",Dice Id : 90719156,"Chicago, IL",Full stack Developer,4 days ago,Telecommuting not available|Travel not required,,"API - NodeJS, Experience developing and deploying REST APIs, Microservices",82fa870fe55ed63db3ef5e0e4c46b3da
5,"https://www.dice.com/jobs/detail/Java-Lead-%2526%252347-Java-Architect-West-Coast-Consulting-LLC-Englewood--80110/wesca004/568452?icid=sr58834-1962p&q=&l=California,%20Us,%20CALIFORNIA",West Coast Consulting LLC,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Independent, C2H W2, 6 Months","West Coast Consulting is a Software Technology Consulting firm based out of Orange County.We have the following need for one of our clients:Position: Full Stack DeveloperLocation: Salt Lake City, UTJob Type: 6+ months Need a Full Stack JavaScript Developer. OOP JavaScript, Angular, and Node.jsNeed a person who has been a UI Developer (or 80% of the time UI Focused) for a 10+ years.We are using the latest frontend stack including AngularJS and NodeJS. Thanks & Regards,Munish GandhiEmail – munish.gandhi@westcoastllc.com Direct - 949 208 1407West Coast Consulting LLCWeb: http://www.westcoastllc.com",Dice Id : wesca004,"Salt Lake City, UT",Full Stack Developer,17 hours ago,Telecommuting not available|Travel not required,,"Full Stack Developer,",3dbb676bed602b6b30f180be7d927276
7,"https://www.dice.com/jobs/detail/Dynamics-AX-SCM-Consultant-Sonata-Software-North-America-Roswell-GA-30075/10370844/121?icid=sr1819-61p&q=&l=Atlanta,%20GA",Sonata Software North America,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2","Sonata Software is currently looking for candidates with skillsets mentioned below. If interested, pls send your updated resume to umesh.ydr@sonata-software.com AX Senior Supply Chain Functional Consultant Location: Roswell, GA USAStart Date: ASAPDuration: 1 Year Skills Required: Senior AX 2009 Supply Chain Functional Consultant Detailed JD / Responsibility           •       Consultant with previous full implementation experience (design through implementation), several implementations of AX•       AX2009 knowledge and experience in several modules, for instance Finance (GL, AP, AR) and Production and Inventories•       Available to work at Roswell office and travel as needed through 2017 Regards,Umesh Yadav",Dice Id : 10370844,"Roswell, GA",Dynamics AX SCM Consultant,2 days ago,Telecommuting not available|Travel not required,,"Dynamics AX 2009 Supply Chain, SCM, Finance",7091fa352df9d3a0b2ce61c8f6459058
7,"https://www.dice.com/jobs/detail/Hadoop-Admin-with-Security-Exp-%2526%252345-FTE-%2526%252345-GA-Nutech-Systems%252C-Inc.-Roswell-GA-30076/10106939/AK-HadAd-NPrSI?icid=sr2354-79p&q=&l=Atlanta,%20GA","Nutech Systems, Inc.","Full Time, FTE","Req: Hadoop Admin with Security Exp.Note: They will transfer H1B and also sponsor GC. This position is with a Implementation Partner/Systems Integrator.   • 8-10 years of experience in IT and 2-3 years of experience in dealing with Hadoop Admin activities.   • Responsible for implementation and ongoing administration of Hadoop infrastructure.   • Working with data delivery teams to setup new Hadoop users. This job includes setting up Linux users, setting up Kerberos principals and testing HDFS, Hive, Pig and MapReduce access for the new users.   • Implement concepts of Hadoop eco system such as YARN, MapReduce, HDFS, HBase, Zookeeper, Pig and Hive.   • Cluster maintenance as well as creation and removal of nodes using tools like Ambari, Cloudera Manager Enterprise   • Performance tuning of Hadoop clusters and Hadoop MapReduce routines.   • Screen Hadoop cluster job performances and capacity planning   • Monitor Hadoop cluster connectivity and security using tools like Ambari, Cloudera Manager, Nagios etc.   • Implement security using AD, MIT KDC, Kerberos, Sentry, Knox, Ranger, Transparent Data Encryption tools   • Manage and review Hadoop log files.   • File system management and monitoring.   • HDFS support and maintenance.   • Diligently teaming with the infrastructure, network, database, application and business intelligence teams to guarantee high data quality and availability.   • Collaborating with application teams to install operating system and Hadoop updates, patches, version upgrades when required.   • Aligning with the systems engineering team to propose and deploy new hardware and software environments required for Hadoop and to expand existing environments.   • Point of Contact for Vendor escalation ThanksAnilakumar@nutech-inc.com678-564-2880 ",Dice Id : 10106939,"Roswell, GA",Hadoop Admin with Security Exp - FTE - GA,1 week ago,Telecommuting not available|Travel required to 10%.,,Hadoop Admin with Security Exp - FTE - GA,04d4590b96878edfd92bafe632df7963
